drug_concept_id,outcome_concept_id,lrt_p,adj_p,group,sig_group,drug_concept,outcome_concept,SOC,Level_4_Des,Level_3_Des,Level_2_Des,Level_1_Des
735843,36211103,1.19E-11,0.000548082,adult_senior_youth,senior,natalizumab,lower limb fracture,"Injury, poisoning and procedural complications",Selective immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
950637,37080784,1.20E-11,0.000549096,adult_children_senior_youth,senior,tacrolimus,acute kidney injury,Renal and urinary disorders,"$Agents for dermatitis, excluding corticosteroids$Calcineurin inhibitors",$OTHER DERMATOLOGICAL PREPARATIONS$IMMUNOSUPPRESSANTS,$OTHER DERMATOLOGICAL PREPARATIONS$IMMUNOSUPPRESSANTS,$DERMATOLOGICALS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1557272,35205025,1.20E-11,0.000553007,adult_children_senior_youth,youth,alendronate,dizziness,Cardiac disorders,0,0,0,0
1151789,36110719,1.20E-11,0.000549063,adult_children_senior_youth,senior_youth,etanercept,kidney infection,Infections and infestations,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1351541,36919050,1.20E-11,0.000553021,adult_children_senior_youth,children,leuprolide,mood altered,Psychiatric disorders,$Gonadotropin releasing hormone analogues$Gonadotropin releasing hormone analogues,$HORMONES AND RELATED AGENTS$HORMONES AND RELATED AGENTS,$ENDOCRINE THERAPY$ENDOCRINE THERAPY,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1124957,36211183,1.20E-11,0.000549918,adult_children_senior_youth,youth,oxycodone,poisoning,"Injury, poisoning and procedural complications",$Natural opium alkaloids$Natural opium alkaloids$Natural opium alkaloids$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
705944,36718265,1.21E-11,0.000555526,adult_children_senior_youth,youth,methylphenidate,tremor,Nervous system disorders,Centrally acting sympathomimetics,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",PSYCHOANALEPTICS,NERVOUS SYSTEM
1707164,35809243,1.22E-11,0.000560381,adult_children_senior_youth,youth,metronidazole,pain,General disorders and administration site conditions,$Combinations for eradication of Helicobacter pylori$Combinations for eradication of Helicobacter pylori$Other chemotherapeutics$Combinations for eradication of Helicobacter pylori$Imidazole derivatives$Imidazole derivatives$Combinations of antibacterials$Combinations for eradication of Helicobacter pylori$Nitroimidazole derivatives$Combinations of antibacterials$Combinations for eradication of Helicobacter pylori$Antiinfectives and antiseptics for local oral treatment$Nitroimidazole derivatives$Imidazole derivatives$Combinations of antibacterials,"$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$CHEMOTHERAPEUTICS FOR TOPICAL USE$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$OTHER ANTIBACTERIALS$ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS$COMBINATIONS OF ANTIBACTERIALS$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES$COMBINATIONS OF ANTIBACTERIALS$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$STOMATOLOGICAL PREPARATIONS$AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES$ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS$COMBINATIONS OF ANTIBACTERIALS",$DRUGS FOR ACID RELATED DISORDERS$DRUGS FOR ACID RELATED DISORDERS$ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE$DRUGS FOR ACID RELATED DISORDERS$ANTIBACTERIALS FOR SYSTEMIC USE$GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS$ANTIBACTERIALS FOR SYSTEMIC USE$DRUGS FOR ACID RELATED DISORDERS$ANTIPROTOZOALS$ANTIBACTERIALS FOR SYSTEMIC USE$DRUGS FOR ACID RELATED DISORDERS$STOMATOLOGICAL PREPARATIONS$ANTIPROTOZOALS$GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS$ANTIBACTERIALS FOR SYSTEMIC USE,"$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$DERMATOLOGICALS$ALIMENTARY TRACT AND METABOLISM$ANTIINFECTIVES FOR SYSTEMIC USE$GENITO URINARY SYSTEM AND SEX HORMONES$ANTIINFECTIVES FOR SYSTEMIC USE$ALIMENTARY TRACT AND METABOLISM$ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS$ANTIINFECTIVES FOR SYSTEMIC USE$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS$GENITO URINARY SYSTEM AND SEX HORMONES$ANTIINFECTIVES FOR SYSTEMIC USE"
769935,35708208,1.23E-11,0.000566269,adult_children_senior_youth,children,sodium oxybate,vomiting,Gastrointestinal disorders,$Other general anesthetics$Other nervous system drugs,"$ANESTHETICS, GENERAL$OTHER NERVOUS SYSTEM DRUGS",$ANESTHETICS$OTHER NERVOUS SYSTEM DRUGS,$NERVOUS SYSTEM$NERVOUS SYSTEM
974166,36416581,1.25E-11,0.000574708,adult_children_senior,children,hydrochlorothiazide,hypochloraemia,Metabolism and nutrition disorders,"$ACE inhibitors, other combinations$Thiazides, combinations with other drugs$Thiazides and potassium in combination$Angiotensin II receptor blockers (ARBs), other combinations$Low-ceiling diuretics and potassium-sparing agents$Angiotensin II receptor blockers (ARBs), other combinations$Renin-inhibitors$Sulfonamides$Angiotensin II receptor blockers (ARBs), other combinations$Thiazides, plain$Renin-inhibitors","$ACE INHIBITORS, COMBINATIONS$LOW-CEILING DIURETICS, THIAZIDES$LOW-CEILING DIURETICS, THIAZIDES$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$LOW-CEILING DIURETICS, THIAZIDES$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM",$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$DIURETICS$DIURETICS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$DIURETICS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$DIURETICS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$GENITO URINARY SYSTEM AND SEX HORMONES$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
1308216,37019321,1.25E-11,0.000573972,adult_children_senior_youth,children,lisinopril,renal impairment,Renal and urinary disorders,"$ACE inhibitors and diuretics$HMG CoA reductase inhibitors, other combinations$ACE inhibitors, plain$ACE inhibitors and calcium channel blockers","$ACE INHIBITORS, COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ACE INHIBITORS, PLAIN$ACE INHIBITORS, COMBINATIONS",$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
743670,36211297,1.26E-11,0.000576486,adult_children_senior_youth,senior,venlafaxine,fall,"Injury, poisoning and procedural complications",Other antidepressants,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
732893,42889647,1.26E-11,0.000580537,adult_children_senior_youth,children,bupivacaine,toxicity to various agents,"Injury, poisoning and procedural complications",$Amides$Amides,"$ANESTHETICS, LOCAL$ANESTHETICS, LOCAL",$ANESTHETICS$ANESTHETICS,$NERVOUS SYSTEM$NERVOUS SYSTEM
1177480,35909428,1.28E-11,0.000589721,adult_children_senior_youth,youth,ibuprofen,bile duct stone,Hepatobiliary disorders,"$Antiinflammatory products for vaginal administration$Other cardiac preparations$Propionic acid derivatives$Antiinflammatory preparations, non-steroids for topical use$Other throat preparations$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Propionic acid derivatives","$OTHER GYNECOLOGICALS$OTHER CARDIAC PREPARATIONS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$THROAT PREPARATIONS$OPIOIDS$OPIOIDS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",$OTHER GYNECOLOGICALS$CARDIAC THERAPY$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$THROAT PREPARATIONS$ANALGESICS$ANALGESICS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,$GENITO URINARY SYSTEM AND SEX HORMONES$CARDIOVASCULAR SYSTEM$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$RESPIRATORY SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$MUSCULO-SKELETAL SYSTEM
1343916,36009738,1.28E-11,0.000587628,adult_children_senior_youth,senior,epinephrine,drug hypersensitivity,Immune system disorders,"$Other agents for local oral treatment$Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics$Local hemostatics$Adrenergic and dopaminergic agents$Sympathomimetics in glaucoma therapy$Sympathomimetics, plain$Alpha- and beta-adrenoreceptor agonists$Sympathomimetics in glaucoma therapy","$STOMATOLOGICAL PREPARATIONS$ADRENERGICS, INHALANTS$VITAMIN K AND OTHER HEMOSTATICS$CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES$ANTIGLAUCOMA PREPARATIONS AND MIOTICS$DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE$ADRENERGICS, INHALANTS$ANTIGLAUCOMA PREPARATIONS AND MIOTICS",$STOMATOLOGICAL PREPARATIONS$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$ANTIHEMORRHAGICS$CARDIAC THERAPY$OPHTHALMOLOGICALS$NASAL PREPARATIONS$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OPHTHALMOLOGICALS,$ALIMENTARY TRACT AND METABOLISM$RESPIRATORY SYSTEM$BLOOD AND BLOOD FORMING ORGANS$CARDIOVASCULAR SYSTEM$SENSORY ORGANS$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM$SENSORY ORGANS
1501700,36919046,1.28E-11,0.000585742,adult_senior_youth,youth,levothyroxine,emotional distress,Psychiatric disorders,Thyroid hormones,THYROID PREPARATIONS,THYROID THERAPY,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
739138,43053904,1.30E-11,0.00059838,adult_children_youth,children,sertraline,exposure during pregnancy,"Injury, poisoning and procedural complications",Selective serotonin reuptake inhibitors,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
1353766,35809086,1.33E-11,0.000611939,adult_senior_youth,youth,propranolol,feeling hot,General disorders and administration site conditions,"$Beta blocking agents, other combinations$Beta blocking agents, non-selective$Beta blocking agents, non-selective, and thiazides","$BETA BLOCKING AGENTS, OTHER COMBINATIONS$BETA BLOCKING AGENTS$BETA BLOCKING AGENTS AND THIAZIDES",$BETA BLOCKING AGENTS$BETA BLOCKING AGENTS$BETA BLOCKING AGENTS,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
1338512,36516749,1.33E-11,0.000608975,adult_children_senior_youth,youth,doxorubicin,osteonecrosis,Vascular disorders,Anthracyclines and related substances,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1310149,35808857,1.34E-11,0.000615235,adult_children_senior_youth,children_youth,warfarin,catheter site pain,General disorders and administration site conditions,Vitamin K antagonists,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1112807,35205173,1.34E-11,0.000613088,adult_children_senior_youth,adult_children,aspirin,coronary artery thrombosis,Vascular disorders,0,0,0,0
750982,36918942,1.34E-11,0.000613878,adult_children_senior_youth,adult_youth,bupropion,depression,Psychiatric disorders,$Centrally acting antiobesity products$Other antidepressants,"$ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS$ANTIDEPRESSANTS","$ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS$PSYCHOANALEPTICS",$ALIMENTARY TRACT AND METABOLISM$NERVOUS SYSTEM
1124300,37019295,1.34E-11,0.000613383,adult_children_senior_youth,children_youth,diclofenac,tubulointerstitial nephritis,Renal and urinary disorders,"$Antiinflammatory agents, non-steroids and antiinfectives in combination$Antiinflammatory agents, non-steroids$Acetic acid derivatives and related substances$Antiinflammatory preparations, non-steroids for topical use$Acetic acid derivatives and related substances$Other dermatologicals","$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$ANTIINFLAMMATORY AGENTS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$OTHER DERMATOLOGICAL PREPARATIONS",$OPHTHALMOLOGICALS$OPHTHALMOLOGICALS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$OTHER DERMATOLOGICAL PREPARATIONS,$SENSORY ORGANS$SENSORY ORGANS$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$DERMATOLOGICALS
798874,36718458,1.35E-11,0.000618113,adult_children_senior_youth,youth,clonazepam,serotonin syndrome,"Injury, poisoning and procedural complications",Benzodiazepine derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
1154343,36718552,1.35E-11,0.000619363,adult_children_senior_youth,children,albuterol,somnambulism,$Nervous system disorders$Psychiatric disorders,0,0,0,0
1346823,37622442,1.38E-11,0.000635219,adult_children_senior_youth,children,carvedilol,circulatory collapse,Vascular disorders,"$Alpha and beta blocking agents$Beta blocking agents, other combinations","$BETA BLOCKING AGENTS$BETA BLOCKING AGENTS, OTHER COMBINATIONS",$BETA BLOCKING AGENTS$BETA BLOCKING AGENTS,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
724394,42889647,1.38E-11,0.000631205,adult_senior_youth,youth,orphenadrine,toxicity to various agents,"Injury, poisoning and procedural complications","$Ethers, chemically close to antihistamines$Ethers chemically close to antihistamines$Ethers, chemically close to antihistamines","$MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS$ANTICHOLINERGIC AGENTS$MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",$MUSCLE RELAXANTS$ANTI-PARKINSON DRUGS$MUSCLE RELAXANTS,$MUSCULO-SKELETAL SYSTEM$NERVOUS SYSTEM$MUSCULO-SKELETAL SYSTEM
1551099,36110874,1.39E-11,0.000637184,adult_children_senior_youth,youth,prednisone,cytomegalovirus infection,Infections and infestations,$Corticosteroids acting locally$Glucocorticoids,"$INTESTINAL ANTIINFLAMMATORY AGENTS$CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","$ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS$CORTICOSTEROIDS FOR SYSTEMIC USE","$ALIMENTARY TRACT AND METABOLISM$SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
1326303,36718301,1.40E-11,0.000640724,adult_children_senior,senior,digoxin,confusional state,Nervous system disorders,Digitalis glycosides,CARDIAC GLYCOSIDES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
1777087,36009823,1.40E-11,0.000640344,adult_children_senior_youth,children_youth,hydroxychloroquine,systemic lupus erythematosus,Skin and subcutaneous tissue disorders,Aminoquinolines,ANTIMALARIALS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
781039,37219907,1.41E-11,0.000647511,adult_children_senior_youth,senior,alprazolam,cough,"Respiratory, thoracic and mediastinal disorders",Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
797617,35809310,1.43E-11,0.000656867,adult_children_senior_youth,senior,citalopram,drug interaction,General disorders and administration site conditions,Selective serotonin reuptake inhibitors,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
703244,36919046,1.43E-11,0.000658285,adult_children_senior_youth,children,paliperidone,emotional distress,Psychiatric disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1124300,35607150,1.43E-11,0.000658596,adult_children_senior_youth,youth,diclofenac,periorbital oedema,Immune system disorders,"$Antiinflammatory agents, non-steroids and antiinfectives in combination$Antiinflammatory agents, non-steroids$Acetic acid derivatives and related substances$Antiinflammatory preparations, non-steroids for topical use$Acetic acid derivatives and related substances$Other dermatologicals","$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$ANTIINFLAMMATORY AGENTS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$OTHER DERMATOLOGICAL PREPARATIONS",$OPHTHALMOLOGICALS$OPHTHALMOLOGICALS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$OTHER DERMATOLOGICAL PREPARATIONS,$SENSORY ORGANS$SENSORY ORGANS$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$DERMATOLOGICALS
904453,36516779,1.45E-11,0.000663609,adult_senior_youth,adult,esomeprazole,arthritis,Musculoskeletal and connective tissue disorders,$Combinations for eradication of Helicobacter pylori$Proton pump inhibitors$Propionic acid derivatives,"$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",$DRUGS FOR ACID RELATED DISORDERS$DRUGS FOR ACID RELATED DISORDERS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$MUSCULO-SKELETAL SYSTEM
705944,36110552,1.45E-11,0.000665169,adult_children_senior_youth,senior,methylphenidate,infection,Infections and infestations,Centrally acting sympathomimetics,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",PSYCHOANALEPTICS,NERVOUS SYSTEM
1777087,36416528,1.46E-11,0.000671261,adult_senior,senior,hydroxychloroquine,feeding disorder,$Metabolism and nutrition disorders$Psychiatric disorders,Aminoquinolines,ANTIMALARIALS,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
1501700,35809072,1.48E-11,0.000677104,adult_children_senior_youth,senior,levothyroxine,asthenia,General disorders and administration site conditions,Thyroid hormones,THYROID PREPARATIONS,THYROID THERAPY,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
1397141,35607121,1.48E-11,0.000677767,adult_senior,senior,bevacizumab,eye inflammation,Eye disorders,Monoclonal antibodies,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
781039,36110736,1.49E-11,0.000682921,adult_senior_youth,senior,alprazolam,urinary tract infection,Infections and infestations,Benzodiazepine derivatives,ANXIOLYTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
742267,36919230,1.50E-11,0.000688027,adult_children_senior_youth,adult_youth,topiramate,completed suicide,General disorders and administration site conditions,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
742267,36919232,1.50E-11,0.000689256,adult_children_senior_youth,youth,topiramate,self injurious behaviour,0,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
1503297,35506494,1.51E-11,0.000695085,adult_children_senior_youth,children,metformin,diabetic ketoacidosis,$Endocrine disorders$Metabolism and nutrition disorders,$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Biguanides$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs,"$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
