drug_concept_id,outcome_concept_id,drug_concept,outcome_concept,group,sig_group,lrt_p,adj_p
718583,35808800,nicotine,application site erythema,adult_children_senior_youth,senior_youth,2.89E-20,1.32E-12
715458,36919230,tiagabine,completed suicide,adult_senior_youth,senior_youth,7.08E-19,3.25E-11
718583,35808822,nicotine,application site pruritus,adult_senior_youth,senior_youth,1.05E-17,4.80E-10
1344905,35104074,carboplatin,anaemia,adult_children_senior_youth,senior_youth,9.71E-17,4.46E-09
705944,36919230,methylphenidate,completed suicide,adult_children_senior_youth,senior_youth,4.21E-15,0.000000193
1714165,36313550,peginterferon alfa-2a,blood bilirubin increased,adult_children_senior_youth,senior_youth,2.63E-12,0.000120909
19111620,36516729,folic acid,bone erosion,adult_senior_youth,senior_youth,5.25E-12,0.00024078
739138,37622449,sertraline,hypotension,adult_children_senior_youth,senior_youth,5.53E-12,0.000253706
1762711,36313436,ribavirin,neutrophil count decreased,adult_children_senior_youth,senior_youth,6.15E-12,0.000282238
1151789,36110719,etanercept,kidney infection,adult_children_senior_youth,senior_youth,1.20E-11,0.000549063
1150871,37622518,misoprostol,haemorrhage,adult_children_senior_youth,youth,1.56E-298,7.15E-291
996416,36919183,finasteride,erectile dysfunction,adult_senior_youth,youth,3.21E-187,1.48E-179
1508439,36818629,mifepristone,abortion incomplete,adult_children_youth,youth,8.45E-187,3.88E-179
781039,35204966,alprazolam,cardiac arrest,adult_children_senior_youth,youth,1.68E-173,7.70E-166
781039,37219893,alprazolam,respiratory arrest,adult_children_senior_youth,youth,4.98E-137,2.29E-129
1738521,37622518,doxycycline,haemorrhage,adult_children_senior_youth,youth,5.29E-136,2.43E-128
40241331,37219871,rivaroxaban,pulmonary embolism,adult_children_senior_youth,youth,1.20E-131,5.52E-124
1124957,36919128,oxycodone,drug dependence,adult_children_senior_youth,youth,8.80E-130,4.04E-122
715233,35809369,baclofen,drug withdrawal syndrome,adult_children_senior_youth,youth,1.13E-124,5.19E-117
915542,37320158,brimonidine,erythema,adult_children_senior_youth,youth,3.98E-115,1.83E-107
781039,35204970,alprazolam,cardio-respiratory arrest,adult_children_senior_youth,youth,5.76E-112,2.65E-104
1151789,35808976,etanercept,injection site erythema,adult_children_senior_youth,youth,2.52E-106,1.16E-98
1150871,35104074,misoprostol,anaemia,adult_senior_youth,youth,2.74E-104,1.26E-96
1151789,35809014,etanercept,injection site reaction,adult_children_senior_youth,youth,3.64E-97,1.67E-89
1351541,37119745,leuprolide,vaginal haemorrhage,adult_children_youth,youth,2.19E-94,1.01E-86
1119119,35808981,adalimumab,injection site haemorrhage,adult_children_senior_youth,youth,1.67E-93,7.68E-86
43526424,36718112,dimethyl fumarate,multiple sclerosis relapse,adult_children_senior_youth,youth,5.63E-92,2.58E-84
1151789,35809011,etanercept,injection site pruritus,adult_children_senior_youth,youth,9.28E-92,4.26E-84
1332418,37622446,amlodipine,shock,adult_children_senior_youth,youth,4.02E-91,1.85E-83
1177480,37622465,ibuprofen,deep vein thrombosis,adult_children_senior_youth,youth,1.91E-79,8.76E-72
1103640,35204966,methadone,cardiac arrest,adult_children_senior_youth,youth,1.70E-76,7.80E-69
1351541,35809133,leuprolide,hot flush,adult_children_senior_youth,youth,2.21E-74,1.01E-66
40170680,36718112,dalfampridine,multiple sclerosis relapse,adult_senior_youth,youth,4.81E-74,2.21E-66
1150871,36818629,misoprostol,abortion incomplete,adult_children_youth,youth,2.10E-67,9.66E-60
1351541,35708154,leuprolide,abdominal pain,adult_children_senior_youth,youth,1.40E-65,6.44E-58
1436650,35708063,mercaptopurine,crohn's disease,adult_children_senior_youth,youth,9.30E-65,4.27E-57
915542,35809115,brimonidine,condition aggravated,adult_children_senior_youth,youth,6.76E-63,3.10E-55
1332418,35205246,amlodipine,cardiogenic shock,adult_children_senior_youth,youth,1.34E-61,6.16E-54
781039,42889647,alprazolam,toxicity to various agents,adult_children_senior_youth,youth,9.17E-61,4.21E-53
1177480,37219871,ibuprofen,pulmonary embolism,adult_children_senior_youth,youth,3.51E-60,1.61E-52
1518254,35809310,dexamethasone,drug interaction,adult_children_senior_youth,youth,6.59E-60,3.03E-52
915542,35809130,brimonidine,flushing,adult_children_senior_youth,youth,1.90E-59,8.71E-52
1332418,36416487,amlodipine,metabolic acidosis,adult_children_senior_youth,youth,2.54E-59,1.17E-51
950637,36009901,tacrolimus,transplant rejection,adult_children_senior_youth,youth,3.61E-56,1.66E-48
1151789,35809019,etanercept,injection site swelling,adult_children_senior_youth,youth,5.47E-56,2.51E-48
1310149,37219871,warfarin,pulmonary embolism,adult_children_senior_youth,youth,5.09E-52,2.34E-44
40226579,36718112,fingolimod,multiple sclerosis relapse,adult_children_senior_youth,youth,8.36E-52,3.84E-44
1115008,37622465,naproxen,deep vein thrombosis,adult_children_senior_youth,youth,6.39E-51,2.93E-43
996416,36918942,finasteride,depression,adult_children_senior_youth,youth,7.50E-51,3.44E-43
1332418,36211496,amlodipine,overdose,adult_children_senior_youth,youth,1.39E-50,6.38E-43
1177480,36211303,ibuprofen,injury,adult_children_senior_youth,youth,4.03E-50,1.85E-42
1150871,36516848,misoprostol,muscle spasms,adult_children_senior_youth,youth,1.34E-49,6.17E-42
1125315,36211496,acetaminophen,overdose,adult_children_senior_youth,youth,3.27E-49,1.50E-41
1154343,37219871,albuterol,pulmonary embolism,adult_children_senior_youth,youth,6.07E-49,2.79E-41
40242675,35708642,crizotinib,stomatitis,adult_children_senior_youth,youth,5.67E-48,2.60E-40
44785094,35809076,sofosbuvir,fatigue,adult_children_senior_youth,youth,1.03E-47,4.72E-40
1115008,37219871,naproxen,pulmonary embolism,adult_senior_youth,youth,1.10E-47,5.03E-40
1503297,36211492,metformin,intentional overdose,adult_children_senior_youth,youth,1.55E-47,7.10E-40
1112807,36919230,aspirin,completed suicide,adult_children_senior_youth,youth,4.41E-47,2.03E-39
1125315,36211303,acetaminophen,injury,adult_children_senior_youth,youth,1.36E-46,6.23E-39
1351541,35708187,leuprolide,pelvic pain,adult_senior_youth,youth,3.61E-46,1.66E-38
1177480,35809243,ibuprofen,pain,adult_children_senior_youth,youth,8.55E-46,3.93E-38
1332418,42889647,amlodipine,toxicity to various agents,adult_children_senior_youth,youth,1.85E-45,8.51E-38
1119119,35809019,adalimumab,injection site swelling,adult_children_senior_youth,youth,1.88E-45,8.62E-38
1177480,35909445,ibuprofen,cholelithiasis,adult_children_senior_youth,youth,3.31E-45,1.52E-37
1119119,35708202,adalimumab,nausea,adult_children_senior_youth,youth,4.04E-45,1.86E-37
705944,37622529,methylphenidate,hypertension,adult_children_senior_youth,youth,6.92E-45,3.17E-37
967823,37522181,sodium chloride,hospitalisation,adult_children_senior_youth,youth,8.56E-45,3.93E-37
902722,42889536,tobramycin,infective pulmonary exacerbation of cystic fibrosis,adult_children_senior_youth,youth,2.31E-44,1.06E-36
1786055,35104271,deferasirox,sickle cell anaemia with crisis,adult_children_senior_youth,youth,2.65E-44,1.22E-36
1112807,36211492,aspirin,intentional overdose,adult_children_senior_youth,youth,5.20E-44,2.39E-36
1322184,35205181,clopidogrel,angina pectoris,adult_children_senior_youth,youth,1.44E-43,6.61E-36
723013,42889647,diazepam,toxicity to various agents,adult_children_senior_youth,youth,1.74E-43,8.00E-36
1103640,37219893,methadone,respiratory arrest,adult_children_senior_youth,youth,4.62E-43,2.12E-35
1301267,35104877,melphalan,febrile neutropenia,adult_children_senior_youth,youth,4.83E-43,2.22E-35
1550023,35506494,insulin lispro,diabetic ketoacidosis,adult_children_senior_youth,youth,4.93E-42,2.26E-34
956874,36416595,furosemide,hypokalaemia,adult_children_senior_youth,youth,3.48E-41,1.60E-33
1305058,36718418,methotrexate,dysarthria,adult_children_senior_youth,youth,6.96E-41,3.19E-33
1151789,35708628,etanercept,oropharyngeal pain,adult_children_senior_youth,youth,8.00E-41,3.67E-33
904525,35606938,bimatoprost,madarosis,adult_children_senior_youth,youth,4.41E-40,2.02E-32
996416,36718179,finasteride,cognitive disorder,adult_senior_youth,youth,7.45E-40,3.42E-32
1332418,35205259,amlodipine,pulmonary oedema,adult_children_senior_youth,youth,9.88E-40,4.54E-32
1177480,35809131,ibuprofen,general physical health deterioration,adult_children_senior_youth,youth,1.15E-39,5.26E-32
1332418,35506628,amlodipine,hyperglycaemia,adult_children_senior_youth,youth,3.47E-39,1.59E-31
1734104,37219871,azithromycin,pulmonary embolism,adult_children_senior_youth,youth,4.50E-39,2.07E-31
991876,35809310,loperamide,drug interaction,adult_children_senior_youth,youth,5.70E-39,2.61E-31
1112807,42889647,aspirin,toxicity to various agents,adult_children_senior_youth,youth,7.42E-39,3.41E-31
1103640,35204970,methadone,cardio-respiratory arrest,adult_children_senior_youth,youth,9.59E-39,4.40E-31
723013,36919230,diazepam,completed suicide,adult_children_senior_youth,youth,1.54E-38,7.07E-31
915542,35809372,brimonidine,rebound effect,adult_children_senior_youth,youth,1.74E-38,7.98E-31
915542,35809086,brimonidine,feeling hot,adult_senior_youth,youth,2.19E-38,1.01E-30
1734104,37622518,azithromycin,haemorrhage,adult_children_senior_youth,youth,3.95E-38,1.81E-30
902427,36315155,timolol,intraocular pressure increased,adult_children_senior_youth,youth,4.35E-38,2.00E-30
956874,36416493,furosemide,metabolic alkalosis,adult_children_senior_youth,youth,4.88E-38,2.24E-30
991876,35809077,loperamide,lethargy,adult_children_senior_youth,youth,6.05E-38,2.78E-30
44507700,35809072,vortioxetine,asthenia,adult_children_senior_youth,youth,2.69E-37,1.23E-29
1332418,36211492,amlodipine,intentional overdose,adult_children_senior_youth,youth,3.39E-37,1.56E-29
724816,42889647,oxazepam,toxicity to various agents,adult_children_senior_youth,youth,4.66E-37,2.14E-29
1351541,36516848,leuprolide,muscle spasms,adult_children_senior_youth,youth,6.16E-37,2.83E-29
797617,35204970,citalopram,cardio-respiratory arrest,adult_children_senior_youth,youth,2.18E-36,1.00E-28
745466,36211492,valproate,intentional overdose,adult_children_senior_youth,youth,3.04E-36,1.39E-28
1503297,36416487,metformin,metabolic acidosis,adult_children_senior_youth,youth,4.28E-36,1.97E-28
745466,36211496,valproate,overdose,adult_children_senior_youth,youth,5.19E-36,2.38E-28
1332418,35204928,amlodipine,bradycardia,adult_children_senior_youth,youth,8.46E-36,3.88E-28
1106776,36009700,tiotropium,asthma,adult_children_senior_youth,youth,8.98E-36,4.12E-28
1154343,35809243,albuterol,pain,adult_children_senior_youth,youth,9.15E-36,4.20E-28
1786055,35809243,deferasirox,pain,adult_children_senior_youth,youth,4.91E-35,2.25E-27
996416,36919194,finasteride,libido decreased,adult_children_senior_youth,youth,2.06E-34,9.47E-27
735979,36919232,risperidone,self injurious behaviour,adult_children_senior_youth,youth,2.43E-34,1.12E-26
1310149,37622465,warfarin,deep vein thrombosis,adult_children_senior_youth,youth,2.94E-34,1.35E-26
1129625,42889647,diphenhydramine,toxicity to various agents,adult_children_senior_youth,youth,3.41E-34,1.56E-26
996416,37119688,finasteride,testicular pain,adult_senior_youth,youth,5.26E-34,2.41E-26
1326303,37219867,digoxin,pulmonary arterial hypertension,adult_children_senior_youth,youth,5.69E-34,2.61E-26
991876,35204977,loperamide,torsade de pointes,adult_children_senior_youth,youth,6.78E-34,3.11E-26
1167322,35909625,allopurinol,hepatotoxicity,adult_children_senior_youth,youth,8.46E-34,3.88E-26
1332418,37019315,amlodipine,anuria,adult_children_senior_youth,youth,2.33E-33,1.07E-25
1154029,35204970,fentanyl,cardio-respiratory arrest,adult_children_senior_youth,youth,3.69E-33,1.69E-25
1378382,35809120,paclitaxel,disease progression,adult_children_senior_youth,youth,5.66E-33,2.60E-25
785788,36211496,olanzapine,overdose,adult_children_senior_youth,youth,8.99E-33,4.13E-25
1503297,36416485,metformin,lactic acidosis,adult_children_senior_youth,youth,1.17E-32,5.37E-25
950637,36009897,tacrolimus,kidney transplant rejection,adult_children_senior_youth,youth,1.89E-32,8.70E-25
735979,35809043,risperidone,neuroleptic malignant syndrome,adult_children_senior_youth,youth,2.65E-32,1.21E-24
705103,36919236,lamotrigine,suicide attempt,adult_children_senior_youth,youth,2.67E-32,1.23E-24
40002705,36919230,acetaminophen / hydrocodone Oral Solution,completed suicide,adult_children_senior_youth,youth,4.50E-32,2.07E-24
1112807,36919236,aspirin,suicide attempt,adult_children_senior_youth,youth,6.31E-32,2.89E-24
781039,36211491,alprazolam,accidental overdose,adult_children_senior_youth,youth,7.56E-32,3.47E-24
1508439,37622518,mifepristone,haemorrhage,adult_children_senior_youth,youth,1.01E-31,4.62E-24
1351541,37119545,leuprolide,metrorrhagia,adult_children_youth,youth,1.40E-31,6.40E-24
1503297,35205247,metformin,cardiopulmonary failure,adult_senior_youth,youth,5.42E-31,2.49E-23
735979,36919149,risperidone,psychotic disorder,adult_children_senior_youth,youth,6.94E-31,3.19E-23
1301267,36009891,melphalan,acute graft versus host disease,adult_children_senior_youth,youth,7.10E-31,3.26E-23
991876,35204985,loperamide,ventricular tachycardia,adult_children_senior_youth,youth,7.33E-31,3.36E-23
40002705,35204970,acetaminophen / hydrocodone Oral Solution,cardio-respiratory arrest,adult_children_senior_youth,youth,1.39E-30,6.36E-23
996416,36919202,finasteride,sexual dysfunction,adult_senior_youth,youth,1.74E-30,7.97E-23
1332418,35204960,amlodipine,sinus tachycardia,adult_children_senior_youth,youth,2.09E-30,9.58E-23
19010482,35909571,cyclosporine,venoocclusive liver disease,adult_children_senior_youth,youth,2.15E-30,9.88E-23
1125315,36211492,acetaminophen,intentional overdose,adult_children_senior_youth,youth,2.51E-30,1.15E-22
1548111,36313968,cinacalcet,laboratory test abnormal,adult_senior_youth,youth,4.87E-30,2.23E-22
705944,35204948,methylphenidate,tachycardia,adult_children_senior_youth,youth,5.88E-30,2.70E-22
43013024,37219871,apixaban,pulmonary embolism,adult_children_senior_youth,youth,9.39E-30,4.31E-22
1305058,37019318,methotrexate,renal failure,adult_children_senior_youth,youth,1.08E-29,4.97E-22
1332418,36919236,amlodipine,suicide attempt,adult_children_senior_youth,youth,1.31E-29,6.00E-22
1305058,36416589,methotrexate,tumour lysis syndrome,adult_children_senior_youth,youth,1.57E-29,7.20E-22
1177480,36416487,ibuprofen,metabolic acidosis,adult_children_senior_youth,youth,2.76E-29,1.27E-21
1334456,36718458,ramipril,serotonin syndrome,adult_senior_youth,youth,3.80E-29,1.74E-21
722031,36718379,paroxetine,paraesthesia,adult_children_senior_youth,youth,5.09E-29,2.34E-21
1305058,36718298,methotrexate,aphasia,adult_children_senior_youth,youth,7.09E-29,3.25E-21
1103640,35809310,methadone,drug interaction,adult_children_senior_youth,youth,1.04E-28,4.78E-21
1344905,35809361,carboplatin,treatment failure,adult_children_senior_youth,youth,1.11E-28,5.11E-21
735979,36211492,risperidone,intentional overdose,adult_children_senior_youth,youth,1.77E-28,8.14E-21
785649,37019330,ketamine,hydronephrosis,adult_youth,youth,2.56E-28,1.18E-20
1154343,36211303,albuterol,injury,adult_children_senior_youth,youth,2.72E-28,1.25E-20
1150871,35205037,misoprostol,syncope,adult_senior_youth,youth,2.73E-28,1.25E-20
19035344,37019425,phenprocoumon,haematuria,adult_senior_youth,youth,3.05E-28,1.40E-20
1311078,35104341,cytarabine,acute lymphocytic leukaemia recurrent,adult_children_senior_youth,youth,6.95E-28,3.19E-20
1760616,42889647,quinine,toxicity to various agents,adult_senior_youth,youth,9.13E-28,4.19E-20
996416,36918858,finasteride,anxiety,adult_children_senior_youth,youth,9.97E-28,4.58E-20
1154343,37622465,albuterol,deep vein thrombosis,adult_children_senior_youth,youth,1.37E-27,6.31E-20
956874,37019321,furosemide,renal impairment,adult_children_senior_youth,youth,1.39E-27,6.38E-20
956874,36516765,furosemide,pain in jaw,adult_children_senior_youth,youth,1.52E-27,6.96E-20
956874,37219867,furosemide,pulmonary arterial hypertension,adult_children_senior_youth,youth,1.52E-27,6.97E-20
1192710,35909625,chlorpheniramine,hepatotoxicity,adult_children_senior_youth,youth,1.56E-27,7.17E-20
1786621,37219871,cefalexin,pulmonary embolism,adult_senior_youth,youth,1.74E-27,7.99E-20
1336539,36617295,sunitinib,malignant neoplasm progression,adult_senior_youth,youth,1.80E-27,8.25E-20
1734104,35809243,azithromycin,pain,adult_children_senior_youth,youth,1.87E-27,8.57E-20
937368,35708154,infliximab,abdominal pain,adult_children_senior_youth,youth,2.32E-27,1.06E-19
1503297,36919236,metformin,suicide attempt,adult_children_senior_youth,youth,3.00E-27,1.37E-19
1125315,36919046,acetaminophen,emotional distress,adult_children_senior_youth,youth,3.26E-27,1.50E-19
1124957,36919132,oxycodone,substance abuse,adult_children_senior_youth,youth,4.27E-27,1.96E-19
1337068,35205029,ambrisentan,haemoptysis,adult_children_senior_youth,youth,4.36E-27,2.00E-19
937368,35708124,infliximab,frequent bowel movements,adult_children_senior_youth,youth,9.26E-27,4.25E-19
1112807,35909517,aspirin,hepatic encephalopathy,adult_senior_youth,youth,1.77E-26,8.13E-19
915542,37320214,brimonidine,rash macular,adult_senior_youth,youth,2.06E-26,9.47E-19
1396131,35708063,ferrous sulfate,crohn's disease,adult_children_senior_youth,youth,2.48E-26,1.14E-18
1710612,35809068,zidovudine,stillbirth,adult_children_youth,youth,2.76E-26,1.27E-18
1351541,35809151,leuprolide,night sweats,adult_children_senior_youth,youth,3.68E-26,1.69E-18
715233,37320197,baclofen,pruritus,adult_children_senior_youth,youth,3.74E-26,1.72E-18
722031,35205025,paroxetine,dizziness,adult_children_senior_youth,youth,4.41E-26,2.02E-18
1589505,37019401,levonorgestrel,pollakiuria,adult_children_youth,youth,4.51E-26,2.07E-18
1125315,42889647,acetaminophen,toxicity to various agents,adult_children_senior_youth,youth,5.65E-26,2.59E-18
1344905,35104877,carboplatin,febrile neutropenia,adult_children_senior_youth,youth,7.17E-26,3.29E-18
705103,36211492,lamotrigine,intentional overdose,adult_children_senior_youth,youth,9.10E-26,4.18E-18
923645,36211303,omeprazole,injury,adult_children_senior_youth,youth,9.81E-26,4.50E-18
1351541,35506587,leuprolide,menstruation irregular,adult_children_youth,youth,1.59E-25,7.32E-18
1000560,35809243,ondansetron,pain,adult_children_senior_youth,youth,1.83E-25,8.41E-18
1310149,36211603,warfarin,thrombosis in device,adult_children_senior_youth,youth,3.09E-25,1.42E-17
1351541,37119548,leuprolide,menorrhagia,adult_children_senior_youth,youth,3.18E-25,1.46E-17
996416,36919197,finasteride,loss of libido,adult_senior_youth,youth,3.62E-25,1.66E-17
1177480,36919046,ibuprofen,emotional distress,adult_children_senior_youth,youth,3.81E-25,1.75E-17
745466,36919059,valproate,aggression,adult_children_senior_youth,youth,4.36E-25,2.00E-17
991876,36311923,loperamide,electrocardiogram qt prolonged,adult_children_senior_youth,youth,4.70E-25,2.16E-17
996416,37119648,finasteride,ejaculation failure,adult_senior_youth,youth,4.78E-25,2.20E-17
750982,36919230,bupropion,completed suicide,adult_children_senior_youth,youth,5.28E-25,2.42E-17
996416,36718180,finasteride,disturbance in attention,adult_children_senior_youth,youth,5.36E-25,2.46E-17
1503297,37622449,metformin,hypotension,adult_children_senior_youth,youth,5.37E-25,2.47E-17
1738521,35708318,doxycycline,oesophageal ulcer,adult_children_senior_youth,youth,7.00E-25,3.21E-17
798874,35204970,clonazepam,cardio-respiratory arrest,adult_children_senior_youth,youth,7.19E-25,3.30E-17
1786621,37622465,cefalexin,deep vein thrombosis,adult_children_senior_youth,youth,7.87E-25,3.61E-17
974166,35204928,hydrochlorothiazide,bradycardia,adult_children_senior_youth,youth,1.31E-24,6.00E-17
1326303,35205268,digoxin,right ventricular failure,adult_children_senior_youth,youth,1.55E-24,7.12E-17
1201620,42889647,codeine,toxicity to various agents,adult_children_senior_youth,youth,1.62E-24,7.45E-17
904453,35809243,esomeprazole,pain,adult_children_senior_youth,youth,4.83E-24,2.22E-16
711584,36818833,levetiracetam,pregnancy,adult_children_youth,youth,5.62E-24,2.58E-16
723013,35204970,diazepam,cardio-respiratory arrest,adult_children_senior_youth,youth,6.73E-24,3.09E-16
991876,35204948,loperamide,tachycardia,adult_children_senior_youth,youth,7.97E-24,3.66E-16
974166,35205246,hydrochlorothiazide,cardiogenic shock,adult_children_senior_youth,youth,8.72E-24,4.00E-16
797617,37219893,citalopram,respiratory arrest,adult_children_senior_youth,youth,9.22E-24,4.23E-16
1167322,35909571,allopurinol,venoocclusive liver disease,adult_children_senior_youth,youth,1.13E-23,5.17E-16
766529,36919232,haloperidol,self injurious behaviour,adult_children_senior_youth,youth,1.20E-23,5.50E-16
723013,35204966,diazepam,cardiac arrest,adult_children_senior_youth,youth,1.53E-23,7.04E-16
907879,37119780,miconazole,vulvovaginal burning sensation,adult_children_senior_youth,youth,1.66E-23,7.62E-16
755695,36919230,fluoxetine,completed suicide,adult_children_senior_youth,youth,1.92E-23,8.84E-16
996416,37119584,finasteride,penile size reduced,adult_senior_youth,youth,2.45E-23,1.12E-15
1501700,36919230,levothyroxine,completed suicide,adult_children_senior_youth,youth,2.75E-23,1.26E-15
781039,36211183,alprazolam,poisoning,adult_children_senior_youth,youth,3.36E-23,1.54E-15
1321636,35205029,bosentan,haemoptysis,adult_children_senior_youth,youth,3.45E-23,1.58E-15
1718054,35909571,caspofungin,venoocclusive liver disease,adult_children_senior_youth,youth,4.41E-23,2.03E-15
1000560,36211303,ondansetron,injury,adult_children_senior_youth,youth,5.83E-23,2.67E-15
1734104,35809131,azithromycin,general physical health deterioration,adult_children_senior_youth,youth,7.70E-23,3.53E-15
780442,36919059,varenicline,aggression,adult_children_senior_youth,youth,1.06E-22,4.85E-15
1103640,42889647,methadone,toxicity to various agents,adult_children_senior_youth,youth,1.19E-22,5.46E-15
915542,36718382,brimonidine,skin burning sensation,adult_senior_youth,youth,1.21E-22,5.55E-15
956874,36416581,furosemide,hypochloraemia,adult_children_senior_youth,youth,1.34E-22,6.17E-15
1308290,35707713,vincristine,pancreatitis,adult_children_senior_youth,youth,1.63E-22,7.50E-15
705103,37320212,lamotrigine,rash,adult_children_senior_youth,youth,1.99E-22,9.12E-15
785788,36919236,olanzapine,suicide attempt,adult_children_senior_youth,youth,2.77E-22,1.27E-14
1332418,37219851,amlodipine,non-cardiogenic pulmonary oedema,adult_senior_youth,youth,2.91E-22,1.34E-14
1318137,35205255,nicardipine,acute pulmonary oedema,adult_children_senior_youth,youth,3.06E-22,1.40E-14
974166,36311918,hydrochlorothiazide,electrocardiogram qrs complex prolonged,adult_senior_youth,youth,4.25E-22,1.95E-14
1584910,36516930,somatropin,scoliosis,adult_children_senior_youth,youth,4.89E-22,2.24E-14
996416,36516840,finasteride,muscle atrophy,adult_senior_youth,youth,7.45E-22,3.42E-14
970250,37219867,spironolactone,pulmonary arterial hypertension,adult_children_senior_youth,youth,7.55E-22,3.47E-14
996416,36312382,finasteride,blood testosterone decreased,adult_senior_youth,youth,8.02E-22,3.68E-14
797617,35204966,citalopram,cardiac arrest,adult_children_senior_youth,youth,9.02E-22,4.14E-14
1177480,36918858,ibuprofen,anxiety,adult_children_senior_youth,youth,9.77E-22,4.48E-14
717607,36718458,desvenlafaxine,serotonin syndrome,adult_senior_youth,youth,9.86E-22,4.53E-14
1322184,36255528,clopidogrel,vascular stent thrombosis,adult_children_senior_youth,youth,1.00E-21,4.60E-14
1112921,36009700,ipratropium,asthma,adult_children_senior_youth,youth,1.07E-21,4.90E-14
1328165,35204966,diltiazem,cardiac arrest,adult_children_senior_youth,youth,1.12E-21,5.13E-14
702865,42889647,meprobamate,toxicity to various agents,adult_senior_youth,youth,1.20E-21,5.51E-14
1167322,43053854,allopurinol,drug reaction with eosinophilia and systemic symptoms,adult_children_senior_youth,youth,1.28E-21,5.88E-14
1124957,36919047,oxycodone,euphoric mood,adult_children_senior_youth,youth,1.44E-21,6.61E-14
766814,36211496,quetiapine,overdose,adult_children_senior_youth,youth,1.47E-21,6.77E-14
904453,36211303,esomeprazole,injury,adult_children_senior_youth,youth,1.48E-21,6.79E-14
1151789,35809013,etanercept,injection site rash,adult_children_senior_youth,youth,2.91E-21,1.34E-13
1503297,36919118,metformin,mental status changes,adult_children_senior_youth,youth,3.25E-21,1.49E-13
739138,36919230,sertraline,completed suicide,adult_children_senior_youth,youth,3.33E-21,1.53E-13
1508439,36818833,mifepristone,pregnancy,adult_children_youth,youth,5.00E-21,2.29E-13
715233,35809134,baclofen,hyperhidrosis,adult_children_senior_youth,youth,5.06E-21,2.32E-13
44507700,36718563,vortioxetine,hypersomnia,adult_senior_youth,youth,5.05E-21,2.32E-13
924566,37019456,tamsulosin,nephrolithiasis,adult_senior_youth,youth,5.62E-21,2.58E-13
705944,42889647,methylphenidate,toxicity to various agents,adult_children_senior_youth,youth,5.75E-21,2.64E-13
1344905,37019321,carboplatin,renal impairment,adult_children_senior_youth,youth,6.07E-21,2.78E-13
1734104,37622465,azithromycin,deep vein thrombosis,adult_children_senior_youth,youth,8.34E-21,3.83E-13
1119119,43053808,adalimumab,injection site bruising,adult_children_senior_youth,youth,8.71E-21,4.00E-13
40171288,36009833,tocilizumab,rheumatoid arthritis,adult_children_senior_youth,youth,9.28E-21,4.26E-13
1125315,35809243,acetaminophen,pain,adult_children_senior_youth,youth,9.72E-21,4.46E-13
1322184,36718229,clopidogrel,hemiparesis,adult_children_senior_youth,youth,1.13E-20,5.18E-13
19007737,42889647,mianserin,toxicity to various agents,adult_children_senior_youth,youth,1.39E-20,6.40E-13
1119119,43053904,adalimumab,exposure during pregnancy,adult_youth,youth,1.66E-20,7.60E-13
797617,36311918,citalopram,electrocardiogram qrs complex prolonged,adult_children_senior_youth,youth,1.71E-20,7.84E-13
1378382,36516888,paclitaxel,rhabdomyolysis,adult_children_senior_youth,youth,1.89E-20,8.67E-13
44817909,36919230,acetaminophen / codeine Effervescent Oral Tablet,completed suicide,adult_senior_youth,youth,2.50E-20,1.15E-12
996416,36919054,finasteride,apathy,adult_senior_youth,youth,2.51E-20,1.15E-12
996416,36718175,finasteride,memory impairment,adult_children_senior_youth,youth,3.20E-20,1.47E-12
44507700,35809076,vortioxetine,fatigue,adult_children_senior_youth,youth,3.26E-20,1.50E-12
1518254,35708642,dexamethasone,stomatitis,adult_children_senior_youth,youth,3.61E-20,1.66E-12
970250,35205029,spironolactone,haemoptysis,adult_children_senior_youth,youth,4.32E-20,1.98E-12
1310149,35205185,warfarin,chest pain,adult_children_senior_youth,youth,4.48E-20,2.05E-12
1154343,36919046,albuterol,emotional distress,adult_children_senior_youth,youth,4.93E-20,2.26E-12
745466,36919236,valproate,suicide attempt,adult_children_senior_youth,youth,4.95E-20,2.27E-12
1503297,36311923,metformin,electrocardiogram qt prolonged,adult_children_senior_youth,youth,5.49E-20,2.52E-12
734354,37219961,pregabalin,snoring,adult_children_senior_youth,youth,6.74E-20,3.09E-12
749910,35204970,carisoprodol,cardio-respiratory arrest,adult_children_senior_youth,youth,6.98E-20,3.21E-12
1351541,36718141,leuprolide,migraine,adult_children_senior_youth,youth,8.38E-20,3.85E-12
743670,36919230,venlafaxine,completed suicide,adult_children_senior_youth,youth,8.42E-20,3.87E-12
1738521,36818629,doxycycline,abortion incomplete,adult_children_youth,youth,8.86E-20,4.07E-12
1545958,35205246,atorvastatin,cardiogenic shock,adult_children_senior_youth,youth,9.25E-20,4.25E-12
1140643,35808816,sumatriptan,application site pain,adult_children_senior_youth,youth,1.03E-19,4.73E-12
1545958,36311918,atorvastatin,electrocardiogram qrs complex prolonged,adult_senior_youth,youth,1.05E-19,4.83E-12
797617,42889647,citalopram,toxicity to various agents,adult_children_senior_youth,youth,1.10E-19,5.07E-12
743670,35205246,venlafaxine,cardiogenic shock,adult_senior_youth,youth,1.14E-19,5.22E-12
1504620,35104874,methimazole,agranulocytosis,adult_children_senior_youth,youth,1.16E-19,5.32E-12
1742253,37219871,levofloxacin,pulmonary embolism,adult_children_senior_youth,youth,1.18E-19,5.42E-12
